x,y
7.089234928,17.43737328
6.225912055,17.64494523
6.0,17.0
6.0,16.0
6.0,15.0
6.920188852,14.83746317
6.074440545,14.46111481
5.290299347,14.06065007
1.0,1.0
41.0,25.0
41.0,26.0
